Key,en,vi,th,ja,es,id,km,ph,bn,zh,hk,tr,fr,ru,ko,fa,pt,es-pe,es-mx,sg,in,au
payouts_block_4,Bank Transfer,,โอนเงินผ่านธนาคาร,銀行振込,Transferencia bancaria,Transfer Bank,ផ្ទេរប្រាក់តាមធនាគារ,,ব্যাংক ট্রান্সফার,银行转账,銀行轉帳,Banka Transferi,Virement bancaire,Банковский перевод,은행 송금,انتقال بانکی,Transferência bancária,Transferencia bancaria,,,,
payouts_block_5,Money in the bank within <br>hours of your request,,เงินเข้าบัญชีธนาคารของคุณภายใน<br>ไม่กี่ชั่วโมงหลังจากคำขอ,リクエスト後数時間以内に銀行口座へ入金されます。日本の銀行口座への振込に対応。,Dinero en tu banco<br>en pocas horas tras tu solicitud,Dana masuk ke bank Anda<br>dalam beberapa jam setelah permintaan,ប្រាក់ចូលគណនីធនាគាររបស់អ្នក<br>ក្នុងរយៈពេលប៉ុន្មានម៉ោងបន្ទាប់ពីសំណើ,,আপনার অনুরোধের কয়েক<br>ঘন্টার মধ্যেই ব্যাংকে টাকা,在您提交请求后的<br>数小时内到账,提交申請後<br>數小時內到達銀行帳戶,Talebinizden<br>saatler içinde banka hesabınıza para,L’argent sur votre compte bancaire<br>en quelques heures après votre demande,Деньги на вашем банковском счёте<br>в течение нескольких часов после запроса,요청 후<br>몇 시간 내에 은행 계좌로 입금,واریز پول به حساب بانکی شما<br>در عرض چند ساعت پس از درخواست,Dinheiro na sua conta bancária<br>em poucas horas após sua solicitação,Recibe el dinero en tu banco pocas horas después de tu solicitud.,,,,
payouts_block_6,Payouts,,การจ่ายผลตอบแทน,暗号通貨での報酬支払い,,Pembayaran,ការទូទាត់ប្រាក់ចំណេញ,,পেআউট,收益支付,收益支付,Ödemeler,Paiements,Выплаты,지급금,پرداخت‌ها,Pagamentos,Payouts en Cripto,,,,
payouts_block_7,We support payouts via USDC and other stablecoins,,เรารองรับการจ่ายเงินผ่าน USDC และสเตเบิลคอยน์อื่น ๆ,USDC及びその他のステーブルコインによる迅速な支払いに対応しています。,Admitimos pagos a través de USDC y otras stablecoins,Kami mendukung pembayaran melalui USDC dan stablecoin lainnya,យើងគាំទ្រការទូទាត់តាមរយៈ USDC និង stablecoin ផ្សេងៗ,,আমরা USDC এবং অন্যান্য স্টেবলকয়েনের মাধ্যমে পেআউট সমর্থন করি,我们支持通过 USDC 及其他稳定币进行支付,我們支持透過 USDC 及其他穩定幣進行支付,USDC ve diğer stablecoinler aracılığıyla ödeme desteği sunuyoruz,Nous prenons en charge les paiements via USDC et d’autres stablecoins,Мы поддерживаем выплаты через USDC и другие стейблкоины,USDC 및 기타 스테이블코인을 통한 지급을 지원합니다,ما از پرداخت‌ها از طریق USDC و سایر استیبل‌کوین‌ها پشتیبانی می‌کنیم,Oferecemos suporte a pagamentos via USDC e outras stablecoins,Soportamos pagos vía USDC y otras stablecoins.,,,,
payouts_block_8,"Debit/Credit/Prepaid<br class=""pc"">Cards",,"บัตรเดบิต/เครดิต/เติมเงิน<br class=""pc"">Cards",デビット／クレジット／プリペイドカード,"Tarjetas débito/crédito/prepagadas<br class=""pc"">Cards","Kartu Debit/Kredit/Prabayar<br class=""pc"">Cards","កាតឌេប៊ីត/ឥណទាន/បង់មុន<br class=""pc"">Cards",,"ডেবিট/ক্রেডিট/প্রিপেইড<br class=""pc"">কার্ড","借记卡/信用卡/预付卡<br class=""pc"">Cards","借記卡/信用卡/預付卡<br class=""pc"">Cards","Banka Kartı/Kredi Kartı/Ön Ödemeli<br class=""pc"">Kartlar","Cartes de débit/crédit/prépayées<br class=""pc"">Cards","Дебетовые/кредитные/предоплаченные<br class=""pc"">карты","직불/신용/선불<br class=""pc"">카드","کارت‌های دبیت/اعتباری/پیش‌پرداخت<br class=""pc"">Cards","Cartões Débito/Crédito/Pré-pagos<br class=""pc"">Cards",Tarjetas Débito/Crédito/Prepagadas,,,,
payouts_block_9,Use your performance-based rewards directly with our branded Visa/MasterCard/American Express/JCB...,,ใช้ผลตอบแทนตามผลงานของคุณได้โดยตรงผ่านบัตร Visa / MasterCard / American Express / JCB ของเรา,（近日公開）当社のVisa／MasterCard／American Express／JCBブランドカードでプロップトレーディングの収益を直接利用できます。,Utiliza directamente tus recompensas basadas en el rendimiento con nuestras tarjetas Visa / MasterCard / American Express / JCB,,ប្រើរង្វាន់ផ្អែកលើលទ្ធផលរបស់អ្នកដោយផ្ទាល់ជាមួយកាត Visa / MasterCard / American Express / JCB របស់យើង,,আপনার পারফরম্যান্স-ভিত্তিক রিওয়ার্ড সরাসরি আমাদের Visa / MasterCard / American Express / JCB কার্ড দিয়ে ব্যবহার করুন,可直接通过我们品牌的 Visa / MasterCard / American Express / JCB 等使用您的绩效奖励,可直接透過我們品牌的 Visa / MasterCard / American Express / JCB 等使用您的績效獎勵,Performansa dayalı ödüllerinizi Visa / MasterCard / American Express / JCB markalı kartlarımızla doğrudan kullanın,Utilisez directement vos récompenses basées sur la performance avec nos cartes Visa / MasterCard / American Express / JCB,Используйте свои вознаграждения на основе результатов напрямую с нашими картами Visa / MasterCard / American Express / JCB,성과 기반 리워드를 Visa / MasterCard / American Express / JCB 등 당사 카드로 바로 사용할 수 있습니다,از پاداش مبتنی بر عملکرد خود مستقیماً با کارت‌های Visa / MasterCard / American Express / JCB ما استفاده کنید,Use diretamente suas recompensas baseadas em desempenho com nossos cartões Visa / MasterCard / American Express / JCB,,,,,
subscribe_block_0,<h3>Subscribe to <span>Stay <br>Ahead in Trading!</span></h3>,,<h3>สมัครรับข้อมูลเพื่อ <span>ก้าวล้ำ<br>ในโลกการเทรด!</span></h3>,<h3>購読して <span>トレードで<br>一歩先へ！</span></h3>,<h3>Suscríbete para <span>Mantenerte<br>Adelante en el Trading</span></h3>,<h3>Berlangganan untuk <span>Tetap<br>Unggul dalam Trading!</span></h3>,<h3>ចុះឈ្មោះដើម្បី <span>ឈានមុខ<br>ក្នុងការជួញដូរ!</span></h3>,,<h3>সাবস্ক্রাইব করুন <span>ট্রেডিংয়ে<br>এগিয়ে থাকতে!</span></h3>,<h3>订阅以 <span>在交易中<br>保持领先！</span></h3>,<h3>訂閱以 <span>在交易中<br>保持領先！</span></h3>,<h3>Abone olun ve <span>Trading’de<br>Önde Kalın!</span></h3>,<h3>Abonnez-vous pour <span>Rester<br>En Avance en Trading !</span></h3>,"<h3>Подпишитесь, чтобы <span>Оставаться<br>Впереди в трейдинге!</span></h3>",<h3>구독하고 <span>트레이딩에서<br>앞서 나가세요!</span></h3>,<h3>مشترک شوید تا <span>در معامله‌گری<br>یک قدم جلوتر باشید!</span></h3>,<h3>Inscreva-se para <span>Ficar<br>À Frente no Trading!</span></h3>,<h3>Suscríbete para <span>Mantenerte<br>Adelante en el Trading</span></h3>,,,,
subscribe_block_1,Don,,อย่าพลาดเรื่องราวจริง กลยุทธ์ที่พิสูจน์แล้ว และผลตอบแทนก้อนโตจากเทรดเดอร์ชั้นนำ,トップトレーダーの実体験、実証済みの戦略、そして大きな利益をお見逃しなく,"No te pierdas historias reales, estrategias comprobadas y grandes ganancias de los mejores traders","Jangan lewatkan kisah nyata, strategi yang terbukti, dan keuntungan besar dari trader terbaik",កុំខកខានរឿងពិត យុទ្ធសាស្ត្រដែលបានបញ្ជាក់ និងប្រាក់ចំណេញធំពីអ្នកជួញដូរល្អបំផុត,,"শীর্ষ ট্রেডারদের বাস্তব গল্প, প্রমাণিত কৌশল এবং বড় আয়ের সুযোগ মিস করবেন না",不要错过来自顶级交易者的真实故事、成熟策略和丰厚收益,不要錯過頂級交易者的真實故事、成熟策略和豐厚收益,"Gerçek hikayeleri, kanıtlanmış stratejileri ve en iyi traderlardan büyük kazançları kaçırmayın","Ne manquez pas les histoires réelles, les stratégies éprouvées et les gains importants des meilleurs traders","Не упустите реальные истории, проверенные стратегии и большие выплаты от лучших трейдеров","최고의 트레이더들의 실제 이야기, 검증된 전략, 그리고 큰 수익 기회를 놓치지 마세요",داستان‌های واقعی، استراتژی‌های اثبات‌شده و سودهای بزرگ از معامله‌گران برتر را از دست ندهید,"Não perca histórias reais, estratégias comprovadas e grandes ganhos dos melhores traders","No te pierdas historias reales, estrategias comprobadas y grandes ganancias de los mejores traders",,,,
subscribe_block_2,Subscribe Channel,,สมัครสมาชิกช่อง,チャンネル登録,Suscribirse al canal,Berlangganan Channel,ជាវឆានែល,,চ্যানেল সাবস্ক্রাইব করুন,订阅频道,訂閱頻道,Kanala Abone Ol,S’abonner à la chaîne,Подписаться на канал,채널 구독,اشتراک کانال,Inscrever-se no canal,Ver más,,,,
traders_block_0,Traders Stories,,เรื่องราวของเทรดเดอร์,トレーダーのストーリー,Historias de traders,Cerita Trader,រឿងរ៉ាវរបស់អ្នកជួញដូរ,,ট্রেডারদের গল্প,交易者故事,交易者故事,Trader Hikayeleri,Histoires de traders,Истории трейдеров,트레이더 스토리,داستان معامله‌گران,Histórias de traders,Historias de Traders,,,,
traders_block_1,<h3>WeMasterTrade <span>Interviews</span></h3>,,<h3>บทสัมภาษณ์ <span>WeMasterTrade</span></h3>,<h2><span>WeMasterTrade</span> で成功した日本のプロップトレーダーの声</span></h2><h3><span>WeMasterTrade</span> インタビュー</h3>,<h3>Entrevistas de <span>WeMasterTrade</span></h3>,<h3>Wawancara <span>WeMasterTrade</span></h3>,<h3>បទសម្ភាសន៍ <span>WeMasterTrade</span></h3>,,<h3><span>WeMasterTrade</span> সাক্ষাৎকার</h3>,<h3><span>WeMasterTrade</span> 访谈</h3>,<h3><span>WeMasterTrade</span> 訪談</h3>,<h3><span>WeMasterTrade</span> Röportajları</h3>,<h3>Interviews <span>WeMasterTrade</span></h3>,<h3>Интервью <span>WeMasterTrade</span></h3>,<h3><span>WeMasterTrade</span> 인터뷰</h3>,<h3>مصاحبه‌های <span>WeMasterTrade</span></h3>,<h3>Entrevistas <span>WeMasterTrade</span></h3>,"<h2 class=""h3""><span>WeMasterTrade</span> Enrtrevistas</span></h2>",,,,
traders_block_2,"Every month, we interview successful traders to share the latest insights, trends, and strategies in the industry — helping our clients gain valuable experience and improve their earnings. Check out our latest videos here!",,ทุกเดือน เราจะสัมภาษณ์เทรดเดอร์ที่ประสบความสำเร็จ เพื่อแบ่งปันข้อมูลเชิงลึก แนวโน้ม และกลยุทธ์ล่าสุดในอุตสาหกรรม — ช่วยให้ลูกค้าของเราได้รับประสบการณ์ที่มีคุณค่าและเพิ่มรายได้ของพวกเขา ดูวิดีโอล่าสุดของเราได้ที่นี่!,毎月、世界中の成功したプロップトレーダーへのインタビューを行い、業界の最新トレンド・戦略・インサイトを共有しています。日本のトレーダーが貴重な経験を積み、収益を向上させるためのサポートを提供します。最新の動画はこちらからご覧ください。,"Cada mes entrevistamos a traders exitosos para compartir las últimas perspectivas, tendencias y estrategias del sector — ayudando a nuestros clientes a adquirir experiencia valiosa y mejorar sus ingresos. ¡Mira nuestros últimos videos aquí!","Setiap bulan kami mewawancarai trader sukses untuk berbagi wawasan, tren, dan strategi terbaru di industri — membantu klien kami mendapatkan pengalaman berharga dan meningkatkan pendapatan mereka. Lihat video terbaru kami di sini!",រៀងរាល់ខែ យើងធ្វើបទសម្ភាសន៍ជាមួយអ្នកជួញដូរដែលជោគជ័យ ដើម្បីចែករំលែកការយល់ដឹងថ្មីៗ និន្នាការ និងយុទ្ធសាស្ត្រនៅក្នុងឧស្សាហកម្ម — ជួយអតិថិជនរបស់យើងទទួលបានបទពិសោធន៍ដ៏មានតម្លៃ និងបង្កើនប្រាក់ចំណូល។ សូមមើលវីដេអូចុងក្រោយរបស់យើងនៅទីនេះ!,,"প্রতি মাসে আমরা সফল ট্রেডারদের সাক্ষাৎকার নিই যাতে শিল্পের সর্বশেষ অন্তর্দৃষ্টি, প্রবণতা এবং কৌশল শেয়ার করা যায় — আমাদের ক্লায়েন্টদের মূল্যবান অভিজ্ঞতা অর্জন এবং তাদের আয় বাড়াতে সাহায্য করার জন্য। আমাদের সর্বশেষ ভিডিওগুলো এখানে দেখুন!",每个月，我们都会采访成功的交易者，分享行业中的最新洞察、趋势和策略——帮助我们的客户获得宝贵经验并提升收益。点击这里查看我们最新的视频！,每個月我們都會訪問成功的交易者，分享行業中的最新洞察、趨勢和策略——幫助我們的客戶獲得寶貴經驗並提升收益。立即查看我們最新的影片！,"Her ay, başarılı traderlarla röportaj yaparak sektördeki en son içgörüleri, trendleri ve stratejileri paylaşıyoruz — müşterilerimizin değerli deneyimler kazanmasına ve kazançlarını artırmasına yardımcı oluyoruz. En yeni videolarımızı buradan izleyin!","Chaque mois, nous interviewons des traders à succès pour partager les dernières analyses, tendances et stratégies du secteur — aidant ainsi nos clients à acquérir une expérience précieuse et à améliorer leurs revenus. Découvrez nos dernières vidéos ici !","Каждый месяц мы проводим интервью с успешными трейдерами, чтобы делиться последними инсайтами, трендами и стратегиями индустрии — помогая нашим клиентам получать ценный опыт и увеличивать доход. Смотрите наши последние видео здесь!","매달 성공적인 트레이더들을 인터뷰하여 업계의 최신 인사이트, 트렌드 및 전략을 공유합니다 — 고객들이 귀중한 경험을 얻고 수익을 향상시킬 수 있도록 돕습니다. 최신 영상을 여기에서 확인하세요!",هر ماه با معامله‌گران موفق مصاحبه می‌کنیم تا آخرین بینش‌ها، روندها و استراتژی‌های صنعت را به اشتراک بگذاریم — تا به مشتریان ما کمک کنیم تجربه ارزشمندی کسب کنند و درآمد خود را افزایش دهند. جدیدترین ویدیوهای ما را اینجا ببینید!,"Todos os meses entrevistamos traders de sucesso para compartilhar os insights, tendências e estratégias mais recentes do setor — ajudando nossos clientes a adquirir experiência valiosa e melhorar seus ganhos. Confira nossos vídeos mais recentes aqui!","Cada mes entrevistamos traders exitosos para compartir insights, tendencias y estrategias del mercado. <br>Ayudamos a nuestra comunidad a ganar experiencia práctica y mejorar su desempeño. <br>Mira nuestros últimos videos aquí.",,,,
traders_block_3,View more,,ดูเพิ่มเติม,もっと見る,Ver más,Lihat lebih banyak,មើលបន្ថែម,,আরও দেখুন,查看更多,查看更多,Daha fazla görüntüle,Voir plus,Смотреть больше,더 보기,مشاهده بیشتر,Ver mais,▶ Suscribirse al canal,,,,
traders_block_4,Testimonials,,รีวิวจากลูกค้า,お客様の声,Testimonios,Testimoni,សក្ខីកម្ម,,গ্রাহক মতামত,客户评价,客戶評價,Kullanıcı Yorumları,Témoignages,Отзывы,사용자 후기,نظرات کاربران,Depoimentos,Ver testimonios,,,,
wchoose_block_0,Why choose?,,ทำไมต้องเลือก?,なぜ選ぶ？,¿Por qué elegir?,Mengapa memilih?,ហេតុអ្វីជ្រើសរើស?,,কেন নির্বাচন করবেন?,为什么选择？,為什麼選擇？,Neden seçmelisiniz?,Pourquoi choisir ?,Почему выбрать?,왜 선택해야 할까요?,چرا انتخاب کنیم؟,Por que escolher?,¿Por qué elegir?,,,,
wchoose_block_1,<h3>Why choose<br><span>The Challenge Package</span></h3>,,<h3>ทำไมต้องเลือก<br><span>แพ็กเกจ Challenge</span></h3>,<h2>なぜ日本のプロップトレーダーは<br><span>Challenge Packageを選ぶのか</span></h2><h3>なぜ選ぶのか<span>Challenge パッケージ</span></h3>,<h3>¿Por qué elegir<br><span>el Challenge Package</span></h3>,<h3>Mengapa memilih<br><span>Paket Challenge</span></h3>,<h3>ហេតុអ្វីជ្រើសរើស<br><span>Challenge Package</span></h3>,,<h3>কেন নির্বাচন করবেন<br><span>Challenge Package</span></h3>,<h3>为什么选择<br><span>Challenge 套餐</span></h3>,<h3>為什麼選擇<br><span>Challenge 套餐</span></h3>,<h3>Neden seçmelisiniz<br><span>Challenge Paketi</span></h3>,<h3>Pourquoi choisir<br><span>le Challenge Package</span></h3>,<h3>Почему стоит выбрать<br><span>Challenge Package</span></h3>,<h3>왜 선택해야 할까요<br><span>Challenge 패키지</span></h3>,<h3>چرا انتخاب کنیم<br><span>پکیج Challenge</span></h3>,<h3>Por que escolher<br><span>o Pacote Challenge</span></h3>,<h3>¿Por qué elegir<br><span>el Challenge Package</span></h3>,,,,
wchoose_block_2,1st,,อันดับ 1,第1,1.º,1.,ទី១,,১ম,第1,第1,1.,1er,1-й,1위,اول,1º,1.º,,,,
wchoose_block_3,"<h4>Weekend / Overnight</h4>
                                            <div class=""desc"">
                                                <p>Hold trades overnight and over the weekend with no restrictions, enjoying low swap fees ideal for all trading strategies. Alternatively, you can pay a small additional fee to enjoy completely swap-free trading.</p>
                                            </div>",,"<h4>ถือข้ามคืน / ข้ามสุดสัปดาห์</h4>
                                            <div class=""desc"">
                                                <p>สามารถถือออเดอร์ข้ามคืนและข้ามสุดสัปดาห์ได้โดยไม่มีข้อจำกัด พร้อมค่าธรรมเนียมสวอปต่ำ เหมาะสำหรับทุกกลยุทธ์การเทรด หรือคุณสามารถชำระค่าธรรมเนียมเพิ่มเติมเล็กน้อยเพื่อเพลิดเพลินกับการเทรดแบบไม่มีสวอปโดยสมบูรณ์</p>
                                            </div>","<h4>週末・オーバーナイト保有OK</h4>
                                            <div class=""desc"">
                                                <p>取引をオーバーナイトおよび週末を跨いで制限なく保有できます。あらゆるプロップトレーディング戦略に対応した低スワップ手数料を提供。オプションで追加料金を支払い、完全スワップフリー取引も可能です。</p>
                                            </div>","<h4>Fin de semana / Overnight</h4>
                                            <div class=""desc"">
                                                <p>Mantén operaciones abiertas durante la noche y el fin de semana sin restricciones, disfrutando de bajas comisiones swap ideales para todas las estrategias de trading. Alternativamente, puedes pagar una pequeña tarifa adicional para disfrutar de trading completamente sin swap.</p>
                                            </div>","<h4>Weekend / Overnight</h4>
                                            <div class=""desc"">
                                                <p>Tahan posisi trading Anda semalaman dan selama akhir pekan tanpa batasan, sambil menikmati biaya swap rendah yang cocok untuk semua strategi trading. Sebagai alternatif, Anda dapat membayar sedikit biaya tambahan untuk menikmati trading yang sepenuhnya bebas swap.</p>
                                            </div>","<h4>កាន់អូរឌឺរ យប់ / ចុងសប្តាហ៍</h4>
                                            <div class=""desc"">
                                                <p>អ្នកអាចកាន់ការជួញដូររយៈពេលយប់ និងចុងសប្តាហ៍ដោយគ្មានការកំណត់ ហើយរីករាយជាមួយថ្លៃស្វាប់ទាប សមស្របសម្រាប់គ្រប់យុទ្ធសាស្ត្រជួញដូរ។ ជាជម្រើស អ្នកអាចបង់ថ្លៃបន្ថែមតិចតួចដើម្បីប្រើការជួញដូរដោយគ្មានស្វាប់ទាំងស្រុង។</p>
                                            </div>",,"<h4>উইকেন্ড / ওভারনাইট</h4>
                                            <div class=""desc"">
                                                <p>আপনি কোনো সীমাবদ্ধতা ছাড়াই রাতারাতি এবং সপ্তাহান্তে ট্রেড ধরে রাখতে পারেন এবং সব ধরনের ট্রেডিং কৌশলের জন্য উপযুক্ত কম swap ফি উপভোগ করতে পারেন। এছাড়াও আপনি সামান্য অতিরিক্ত ফি প্রদান করে সম্পূর্ণ swap-free ট্রেডিং উপভোগ করতে পারেন।</p>
                                            </div>","<h4>隔夜 / 周末持仓</h4>
                                            <div class=""desc"">
                                                <p>您可以在没有任何限制的情况下隔夜及周末持仓，并享受低掉期费用，适用于所有交易策略。此外，您还可以支付少量额外费用以享受完全免掉期交易。</p>
                                            </div>","<h4>隔夜 / 週末持倉</h4>
                                            <div class=""desc"">
                                                <p>您可以在沒有任何限制的情況下隔夜及週末持倉，並享受低掉期費用，適合所有交易策略。此外，您亦可支付少量額外費用以享受完全免掉期交易。</p>
                                            </div>","<h4>Hafta Sonu / Gecelik</h4>
                                            <div class=""desc"">
                                                <p>İşlemlerinizi gece boyunca ve hafta sonu boyunca hiçbir kısıtlama olmadan açık tutabilir, tüm trading stratejileri için uygun düşük swap ücretlerinden yararlanabilirsiniz. Alternatif olarak küçük bir ek ücret ödeyerek tamamen swapsız trading yapabilirsiniz.</p>
                                            </div>","<h4>Week-end / Overnight</h4>
                                            <div class=""desc"">
                                                <p>Conservez vos positions overnight et pendant le week-end sans aucune restriction, tout en profitant de faibles frais de swap adaptés à toutes les stratégies de trading. Vous pouvez également payer un petit supplément pour bénéficier d’un trading totalement sans swap.</p>
                                            </div>","<h4>На ночь / На выходные</h4>
                                            <div class=""desc"">
                                                <p>Держите сделки открытыми на ночь и на выходные без ограничений, наслаждаясь низкими своп-комиссиями, подходящими для любых торговых стратегий. При желании вы можете заплатить небольшую дополнительную комиссию для полностью безсвоповой торговли.</p>
                                            </div>","<h4>주말 / 오버나이트</h4>
                                            <div class=""desc"">
                                                <p>거래를 밤새 또는 주말 동안 제한 없이 보유할 수 있으며, 모든 트레이딩 전략에 적합한 낮은 스왑 수수료를 제공합니다. 또한 소액의 추가 비용을 지불하면 완전한 스왑 프리 거래도 이용할 수 있습니다.</p>
                                            </div>","<h4>شبانه / آخر هفته</h4>
                                            <div class=""desc"">
                                                <p>می‌توانید معاملات خود را بدون هیچ محدودیتی در طول شب و آخر هفته نگه دارید و از کارمزد سواپ پایین مناسب برای تمامی استراتژی‌های معاملاتی بهره‌مند شوید. همچنین می‌توانید با پرداخت هزینه‌ای اندک از معاملات کاملاً بدون سواپ استفاده کنید.</p>
                                            </div>","<h4>Fim de semana / Overnight</h4>
                                            <div class=""desc"">
                                                <p>Mantenha operações abertas durante a noite e ao longo do fim de semana sem restrições, aproveitando baixas taxas de swap ideais para todas as estratégias de trading. Alternativamente, você pode pagar uma pequena taxa adicional para aproveitar trading totalmente sem swap.</p>
                                            </div>","<h3 class=""h4"">Operativa sin restricciones</h3>
                                            <div class=""desc"">
                                                <p>Mantén operaciones abiertas overnight y durante el fin de semana sin restricciones, con bajos fees de swap ideales para distintas estrategias. <br>Opcionalmente, puedes pagar un pequeño Fee adicional para operar completamente swap-free.</p>
                                            </div>",,,,
wchoose_block_4,2nd,,อันดับ 2,第2,2.º,2.,ទី២,,২য়,第2,第2,2.,2e,2-й,2위,دوم,2º,2.º,,,,
wchoose_block_5,"<h4>News Trading Allowed</h4>
                                            <div class=""desc"">
                                                <p>At WMT, we believe in empowering traders. Trade the news freely and execute your strategy without any restrictions.</p>
                                            </div>",,"<h4>อนุญาตให้เทรดข่าว</h4>
                                            <div class=""desc"">
                                                <p>ที่ WMT เราเชื่อในการเสริมพลังให้กับเทรดเดอร์ คุณสามารถเทรดตามข่าวได้อย่างอิสระและดำเนินกลยุทธ์ของคุณได้โดยไม่มีข้อจำกัด</p>
                                            </div>","<h4>ニューストレード可能</h4>
                                            <div class=""desc"">
                                                <p>WMTではプロップトレーダーの裁量を最大限に尊重します。経済指標発表や重要イベント時のニューストレードも一切制限なく実行できます。</p>
                                            </div>","<h4>Trading de noticias permitido</h4>
                                            <div class=""desc"">
                                                <p>En WMT creemos en empoderar a los traders. Opera las noticias libremente y ejecuta tu estrategia sin ninguna restricción.</p>
                                            </div>","<h4>News Trading Diizinkan</h4>
                                            <div class=""desc"">
                                                <p>Di WMT, kami percaya dalam memberdayakan trader. Trade berita dengan bebas dan jalankan strategi Anda tanpa batasan apa pun.</p>
                                            </div>","<h4>អនុញ្ញាតឱ្យជួញដូរព័ត៌មាន</h4>
                                            <div class=""desc"">
                                                <p>នៅ WMT យើងជឿជាក់ក្នុងការផ្តល់អំណាចដល់អ្នកជួញដូរ។ អ្នកអាចជួញដូរតាមព័ត៌មានបានដោយសេរី និងអនុវត្តយុទ្ធសាស្ត្ររបស់អ្នកដោយគ្មានការកំណត់ណាមួយ។</p>
                                            </div>",,"<h4>নিউজ ট্রেডিং অনুমোদিত</h4>
                                            <div class=""desc"">
                                                <p>WMT-তে আমরা ট্রেডারদের ক্ষমতায়নে বিশ্বাস করি। আপনি স্বাধীনভাবে নিউজ ট্রেড করতে পারেন এবং কোনো সীমাবদ্ধতা ছাড়াই আপনার কৌশল কার্যকর করতে পারেন।</p>
                                            </div>","<h4>允许新闻交易</h4>
                                            <div class=""desc"">
                                                <p>在 WMT，我们相信赋能交易者。您可以自由地根据新闻进行交易，并在没有任何限制的情况下执行您的策略。</p>
                                            </div>","<h4>允許新聞交易</h4>
                                            <div class=""desc"">
                                                <p>在 WMT，我們相信賦能交易者。您可以自由地進行新聞交易，並在沒有任何限制的情況下執行您的策略。</p>
                                            </div>","<h4>Haber Tradingine İzin Verilir</h4>
                                            <div class=""desc"">
                                                <p>WMT’de traderları güçlendirmeye inanıyoruz. Haberleri özgürce trade edebilir ve stratejinizi hiçbir kısıtlama olmadan uygulayabilirsiniz.</p>
                                            </div>","<h4>Trading sur les actualités autorisé</h4>
                                            <div class=""desc"">
                                                <p>Chez WMT, nous croyons en l’autonomisation des traders. Tradez les actualités librement et exécutez votre stratégie sans aucune restriction.</p>
                                            </div>","<h4>Разрешена торговля на новостях</h4>
                                            <div class=""desc"">
                                                <p>В WMT мы верим в расширение возможностей трейдеров. Торгуйте на новостях свободно и реализуйте свою стратегию без каких-либо ограничений.</p>
                                            </div>","<h4>뉴스 트레이딩 허용</h4>
                                            <div class=""desc"">
                                                <p>WMT는 트레이더의 역량을 강화하는 것을 중요하게 생각합니다. 뉴스 트레이딩을 자유롭게 진행하고 어떤 제한 없이 전략을 실행할 수 있습니다.</p>
                                            </div>","<h4>معامله بر اساس اخبار مجاز است</h4>
                                            <div class=""desc"">
                                                <p>در WMT ما به توانمندسازی معامله‌گران باور داریم. شما می‌توانید آزادانه بر اساس اخبار معامله کنید و استراتژی خود را بدون هیچ محدودیتی اجرا نمایید.</p>
                                            </div>","<h4>Trading de notícias permitido</h4>
                                            <div class=""desc"">
                                                <p>Na WMT, acreditamos em capacitar os traders. Negocie notícias livremente e execute sua estratégia sem qualquer restrição.</p>
                                            </div>","<h3 class=""h4"">News Trading Permitido</h3>
                                            <div class=""desc"">
                                                <p>En WeMasterTrade impulsamos la libertad operativa. <br>Opera noticias libremente y ejecuta tu estrategia sin restricciones.</p>
                                            </div>",,,,
wchoose_block_6,3rd,,อันดับ 3,第3,3.º,3.,ទី៣,,৩য়,第3,第3,3.,3e,3-й,3위,سوم,3º,3.º,,,,
